player_id,player_name,team_id,team,team_code,position_raw,assists,shots,attemptatgoalagainstontarget,attemptatgoalblocked,attemptatgoalfromballprogression,attemptatgoalfromcorner,attemptatgoalfromcross,attemptatgoalfromfreekick,attemptatgoalfromfreekicks,attemptatgoalfromother,attemptatgoalfrompass,attemptatgoalfrompenalty,attemptatgoalfromrebound,attemptatgoalinsidethepenaltyarea,attemptatgoalinsidethepenaltyareaontarget,attemptatgoalofftarget,shots_on_target,attemptatgoaloutsidethepenaltyarea,attemptatgoaloutsidethepenaltyareaontarget,attemptedballprogressions,attemptedswitchesofplay,avgspeed,completedballprogressions,completedswitchesofplay,corners,crosses,crossescompleted,defensivepressuresapplied,directdefensivepressuresapplied,directfreekicks,directredcards,distancehighspeedrunning,distancehighspeedsprinting,distancejogging,distancelowspeedsprinting,distancewalking,distributionscompletedunderpressure,distributionsunderpressure,forcedturnovers,foulsagainst,foulsfor,freekicks,gksaves,gksavesontarget,goalkeeperdefensiveactionsinsidepenaltyarea,goalkeeperdefensiveactionsoutsidepenaltyarea,goalkeepersavepercentage,goalkeepersaves,goalkeepersavesontarget,goalkicks,goals,goalsfromdirectfreekicks,goalsinsidethepenaltyarea,goalsoutsidethepenaltyarea,headedattemptatgoal,indirectfreekicks,indirectredcards,linebreaksattempted,linebreaksattemptedalllines,linebreaksattemptedattackingandmidfieldline,linebreaksattemptedattackingline,linebreaksattemptedattackinglinecompleted,linebreaksattemptedattackinglinecompletedonly,linebreaksattemptedattackinglineonly,linebreaksattemptedcompleted,linebreaksattempteddefensiveline,linebreaksattempteddefensivelinecompleted,linebreaksattempteddefensivelinecompletedonly,linebreaksattempteddefensivelineonly,linebreaksattemptedmidfieldanddefensiveline,linebreaksattemptedmidfieldline,linebreaksattemptedmidfieldlinecompleted,linebreaksattemptedmidfieldlinecompletedonly,linebreaksattemptedmidfieldlineonly,linebreaksattemptedunderpressure,linebreakscompletedalllines,linebreakscompletedattackingandmidfieldline,linebreakscompletedmidfieldanddefensiveline,linebreakscompletedunderpressure,matchesplayed,numberofinvolvements,numberofpossessionsequences,numberofshotendingsequences,offerstoreceiveinbehind,offerstoreceiveinbetween,offerstoreceiveinfront,offerstoreceiveinside,offerstoreceiveoutside,offerstoreceivetotal,offsides,owngoals,passes_attempted,passes_completed,penalties,penaltiesscored,receivedofferstoreceive,receptionsbetweenmidfieldanddefensiveline,receptionsinbehind,receptionsunderdirectpressure,receptionsunderindirectpressure,receptionsundernopressure,receptionsunderpressure,redcards,speedruns,sprints,substitutionsin,substitutionsout,takeonscompleted,threat,throwins,minutes,topspeed,totaldistance,xg,yellowcards,position,pass_completion_rate
376285,Aissa MANDI,43843,Algeria,ALG,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,5.622981786727905,4.0,9.0,0.0,0.0,0.0,19.0,6.0,8.0,0.0,3502.5001831054688,348.23999404907227,15080.990478515625,1076.1799926757812,17850.15087890625,54.0,65.0,14.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,5.0,13.0,63.0,51.0,41.0,45.0,76.0,5.0,1.0,0.0,0.0,0.0,36.0,24.0,14.0,18.0,31.0,1.0,9.0,0.0,19.0,4.0,774.0,204.0,16.0,3.0,4.0,26.0,13.0,20.0,33.0,0.0,0.0,382.0,357.0,0.0,0.0,15.0,1.0,0.0,1.0,26.0,348.0,27.0,0.0,331.0,81.0,0.0,0.0,0.0,0.412535909563303,2.0,403.12651666666665,29.978239059448242,37858.0615234375,0.0,0.0,DF,93.45549738219894
433679,Ramiz ZERROUKI,43843,Algeria,ALG,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.587703704833984,0.0,5.0,0.0,0.0,0.0,23.0,5.0,2.0,0.0,2333.9700927734375,185.61999201774597,7622.859619140625,823.429988861084,4476.719970703125,54.0,60.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,7.0,6.0,5.0,6.0,25.0,2.0,2.0,0.0,0.0,2.0,19.0,17.0,14.0,16.0,17.0,0.0,1.0,2.0,15.0,3.0,226.0,77.0,2.0,8.0,12.0,36.0,39.0,17.0,56.0,0.0,0.0,105.0,97.0,0.0,0.0,28.0,4.0,1.0,1.0,36.0,68.0,37.0,0.0,201.0,54.0,1.0,2.0,0.0,0.418042816221714,0.0,126.38288333333333,30.2603702545166,15442.599853515625,0.0,1.0,MF,92.38095238095238
430698,Houssem Aouar,43843,Algeria,ALG,Midfielder,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,5.032886385917664,4.0,0.0,0.0,1.0,1.0,61.0,7.0,0.0,0.0,3017.2299194335938,204.95000076293945,9432.830444335938,1067.0599822998047,7414.8599853515625,55.0,67.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,3.0,3.0,3.0,0.0,10.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,9.0,3.0,185.0,68.0,9.0,43.0,46.0,17.0,62.0,44.0,106.0,0.0,0.0,84.0,79.0,0.0,0.0,31.0,29.0,4.0,5.0,50.0,41.0,55.0,0.0,253.0,83.0,1.0,2.0,1.0,4.637561678886414,3.0,191.86515,31.52810287475586,21136.930908203125,0.23675720393657684,0.0,MF,94.04761904761905
477795,Fares CHAIBI,43843,Algeria,ALG,Midfielder,0.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,4.0,3.0,5.0,2.0,10.0,3.0,6.763851761817932,7.0,3.0,4.0,7.0,0.0,140.0,16.0,1.0,0.0,6271.35009765625,775.4499664306641,21186.70947265625,2264.2500915527344,15036.440185546875,112.0,148.0,30.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,5.0,7.0,20.0,14.0,8.0,8.0,44.0,10.0,5.0,2.0,4.0,1.0,35.0,25.0,18.0,22.0,36.0,2.0,4.0,1.0,16.0,4.0,535.0,195.0,19.0,38.0,84.0,80.0,121.0,81.0,202.0,1.0,0.0,244.0,220.0,0.0,0.0,85.0,46.0,4.0,10.0,92.0,163.0,102.0,0.0,549.0,177.0,0.0,0.0,3.0,2.728266417980194,2.0,403.12651666666665,32.68711853027344,45534.19921875,0.6354444250464439,1.0,MF,90.1639344262295
482869,Jaouen HADJAM,43843,Algeria,ALG,Defender,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,5.144896984100342,11.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,2043.4099731445312,504.1100101470947,4857.620178222656,1054.4600067138672,5203.930145263672,27.0,41.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,2.0,2.0,1.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,12.0,9.0,8.0,11.0,6.0,0.0,1.0,0.0,4.0,3.0,147.0,69.0,3.0,19.0,11.0,4.0,16.0,18.0,34.0,0.0,0.0,67.0,56.0,0.0,0.0,6.0,10.0,0.0,2.0,24.0,41.0,26.0,0.0,158.0,77.0,2.0,1.0,5.0,1.5310963839292526,9.0,125.39934999999998,32.64696502685547,13663.529907226562,0.01981555111706257,0.0,DF,83.5820895522388
441350,Hicham BOUDAOUI,43843,Algeria,ALG,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.54830014705658,2.0,1.0,0.0,0.0,0.0,54.0,8.0,0.0,0.0,2984.1800537109375,231.1300163269043,8362.72998046875,1167.949951171875,4727.109680175781,51.0,53.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,7.0,6.0,3.0,3.0,23.0,4.0,3.0,0.0,0.0,0.0,16.0,14.0,11.0,12.0,18.0,3.0,0.0,0.0,17.0,3.0,186.0,71.0,6.0,17.0,24.0,30.0,32.0,39.0,71.0,0.0,0.0,86.0,83.0,0.0,0.0,21.0,5.0,1.0,3.0,26.0,59.0,29.0,0.0,248.0,79.0,1.0,2.0,1.0,0.8684421330690384,0.0,143.15391666666665,29.79990005493164,17473.099609375,0.0,1.0,MF,96.51162790697676
431858,Rayan AIT-NOURI,43843,Algeria,ALG,Defender,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,5.894408941268921,18.0,0.0,0.0,9.0,0.0,70.0,25.0,2.0,0.0,4308.060012817383,785.7200241088867,11977.079345703125,1916.0899810791016,13086.250610351562,109.0,157.0,12.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,3.0,6.0,24.0,17.0,15.0,15.0,41.0,7.0,4.0,3.0,4.0,0.0,32.0,20.0,18.0,23.0,47.0,1.0,1.0,0.0,27.0,4.0,451.0,179.0,14.0,42.0,52.0,35.0,39.0,90.0,129.0,0.0,0.0,211.0,190.0,0.0,0.0,48.0,51.0,4.0,6.0,77.0,129.0,83.0,0.0,355.0,157.0,1.0,1.0,12.0,0.6022888198494911,28.0,315.7954833333333,33.46651840209961,32073.2001953125,0.024796154350042343,0.0,DF,90.04739336492891
511009,Rafik BELGHALI,43843,Algeria,ALG,Defender,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,6.273287057876587,4.0,0.0,0.0,5.0,2.0,64.0,10.0,1.0,0.0,5407.0601806640625,816.3599548339844,15861.690185546875,2207.4300537109375,13791.1103515625,95.0,115.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,2.0,3.0,16.0,12.0,9.0,11.0,32.0,3.0,2.0,0.0,0.0,1.0,21.0,18.0,14.0,15.0,24.0,1.0,2.0,1.0,20.0,4.0,406.0,173.0,15.0,54.0,27.0,16.0,42.0,55.0,97.0,0.0,0.0,183.0,168.0,0.0,0.0,29.0,31.0,7.0,6.0,77.0,108.0,83.0,0.0,480.0,170.0,0.0,2.0,3.0,1.9323709309101105,16.0,362.7103666666667,33.03800964355469,38083.6494140625,0.27757747657597065,0.0,DF,91.80327868852459
379939,Nabil Bentaleb,43843,Algeria,ALG,Midfielder,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,6.592905759811401,4.0,0.0,0.0,1.0,0.0,42.0,12.0,8.0,0.0,4398.760070800781,360.7799987792969,14774.94091796875,1664.5999755859375,12426.78955078125,91.0,107.0,16.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,83.0,2.0,9.0,37.0,30.0,25.0,26.0,63.0,3.0,2.0,1.0,1.0,0.0,43.0,31.0,26.0,32.0,35.0,1.0,4.0,0.0,27.0,4.0,589.0,178.0,18.0,1.0,25.0,66.0,73.0,19.0,92.0,0.0,0.0,280.0,255.0,0.0,0.0,38.0,7.0,0.0,4.0,52.0,225.0,56.0,0.0,405.0,115.0,1.0,2.0,0.0,0.28942795656621456,0.0,313.63991666666664,31.0006046295166,33625.87158203125,0.021560197696089745,0.0,MF,91.07142857142857
395113,Ramy BENSEBAINI,43843,Algeria,ALG,Defender,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,5.302947640419006,6.0,1.0,0.0,0.0,0.0,36.0,11.0,8.0,0.0,3382.9000854492188,429.77000427246094,14122.9296875,1478.3400268554688,16286.19970703125,113.0,132.0,7.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,98.0,5.0,13.0,57.0,45.0,37.0,39.0,69.0,8.0,3.0,0.0,0.0,3.0,33.0,21.0,11.0,12.0,41.0,1.0,7.0,2.0,26.0,4.0,814.0,235.0,17.0,1.0,1.0,74.0,37.0,39.0,76.0,0.0,0.0,385.0,359.0,0.0,0.0,44.0,1.0,0.0,4.0,65.0,313.0,69.0,0.0,301.0,122.0,0.0,0.0,1.0,0.3431757874786854,0.0,403.12651666666665,33.2631721496582,35700.140625,0.035772320814430714,0.0,DF,93.24675324675324
